,ts,lse_humidite,tensiometre
629,2022-05-20 14:49:01,40.778,14.0
630,2022-05-20 15:29:01,40.628,14.4
631,2022-05-20 15:49:01,40.471999999999994,14.8
632,2022-05-20 16:09:01,40.318,15.1
633,2022-05-20 16:29:01,40.164,15.3
634,2022-05-20 16:49:01,39.992000000000004,15.7
635,2022-05-20 17:09:01,39.862,16.0
636,2022-05-20 17:29:01,39.754000000000005,16.2
637,2022-05-20 17:49:01,39.652,16.7
638,2022-05-20 18:09:01,39.568,16.9
639,2022-05-20 18:29:01,39.45,17.1
640,2022-05-20 18:49:01,39.384,17.6
641,2022-05-20 19:29:01,39.274,18.1
642,2022-05-20 19:49:01,39.17,18.5
643,2022-05-20 20:09:01,39.077999999999996,18.7
644,2022-05-20 20:29:01,39.041999999999994,19.0
645,2022-05-20 20:49:01,38.944,19.4
646,2022-05-20 21:09:02,38.886,19.5
647,2022-05-20 21:29:01,38.816,19.7
648,2022-05-20 21:49:01,38.75600000000001,20.1
649,2022-05-20 22:29:01,38.68000000000001,20.4
650,2022-05-20 22:49:01,38.636,20.7
651,2022-05-20 23:09:01,38.602000000000004,20.9
652,2022-05-20 23:29:01,38.592,21.0
653,2022-05-20 23:49:01,38.577999999999996,21.3
654,2022-05-21 00:09:01,38.565999999999995,21.4
655,2022-05-21 00:29:01,38.565999999999995,21.5
656,2022-05-21 00:49:02,38.556,21.7
657,2022-05-21 01:09:01,38.534000000000006,21.8
658,2022-05-21 01:29:01,38.522000000000006,21.9
659,2022-05-21 01:49:01,38.532,22.1
660,2022-05-21 02:09:01,38.525999999999996,22.2
661,2022-05-21 02:29:01,38.522,22.3
662,2022-05-21 02:49:01,38.522,22.4
663,2022-05-21 03:09:01,38.506,22.46
664,2022-05-21 03:29:01,38.501999999999995,22.5
665,2022-05-21 03:49:01,38.492,22.6
666,2022-05-21 04:09:01,38.492,22.7
667,2022-05-21 04:29:01,38.489999999999995,22.8
668,2022-05-21 04:49:01,38.492000000000004,22.9
669,2022-05-21 05:09:02,38.488,22.9
670,2022-05-21 05:29:01,38.492,23.0
671,2022-05-21 05:49:01,38.502,23.0
672,2022-05-21 06:09:02,38.50599999999999,23.1
673,2022-05-21 06:29:01,38.513999999999996,23.1
674,2022-05-21 06:49:01,38.513999999999996,23.2
675,2022-05-21 07:09:01,38.512,23.2
676,2022-05-21 07:29:01,38.506,23.2
677,2022-05-21 07:49:01,38.506,23.3
678,2022-05-21 08:09:01,38.5,23.3
679,2022-05-21 08:29:01,38.492000000000004,23.3
680,2022-05-21 08:49:01,38.492000000000004,23.4
681,2022-05-21 09:09:01,38.482,23.5
682,2022-05-21 09:29:01,38.462,23.5
683,2022-05-21 09:49:02,38.44799999999999,23.6
684,2022-05-21 10:09:02,38.426,23.7
685,2022-05-21 10:29:01,38.402,23.7
686,2022-05-21 10:49:01,38.384,23.9
687,2022-05-21 11:09:01,38.339999999999996,24.0
688,2022-05-21 11:29:01,38.326,24.1
689,2022-05-21 11:49:01,38.294,24.4
690,2022-05-21 12:09:01,38.23800000000001,24.5
691,2022-05-21 12:29:01,38.204,24.6
692,2022-05-21 12:49:02,38.18,24.9
693,2022-05-21 13:09:02,38.098,25.1
694,2022-05-21 13:29:02,38.04,25.2
695,2022-05-21 13:49:01,38.0,25.5
696,2022-05-21 14:09:01,37.92,25.7
697,2022-05-21 14:29:01,37.848,25.8
698,2022-05-21 14:49:02,37.788,26.2
699,2022-05-21 15:09:02,37.726,26.3
700,2022-05-21 15:29:02,37.658,26.5
701,2022-05-21 15:49:02,37.6,26.8
702,2022-05-21 16:09:02,37.55,27.0
703,2022-05-21 16:49:02,37.504000000000005,27.5
704,2022-05-21 17:09:02,37.448,27.7
705,2022-05-21 17:29:02,37.394,27.8
706,2022-05-21 17:49:02,37.44199999999999,28.1
707,2022-05-21 18:09:02,37.51,28.2
708,2022-05-21 18:29:02,37.592,28.3
709,2022-05-21 18:49:02,37.7,28.3
710,2022-05-21 19:09:02,37.836,28.2
711,2022-05-21 19:29:02,37.892,28.0
712,2022-05-21 19:49:02,37.948,27.5
713,2022-05-21 20:09:01,37.998000000000005,27.3
714,2022-05-21 20:29:02,38.04,27.1
715,2022-05-21 20:49:02,38.083999999999996,26.7
716,2022-05-21 21:09:02,38.108000000000004,26.6
717,2022-05-21 21:29:01,38.118,26.4
718,2022-05-21 21:49:01,38.132000000000005,26.2
719,2022-05-21 22:09:02,38.14,26.1
720,2022-05-21 22:29:02,38.124,26.0
721,2022-05-21 22:49:02,38.134,25.9
722,2022-05-21 23:09:02,38.138,25.8
723,2022-05-21 23:29:02,38.142,25.8
724,2022-05-21 23:49:02,38.15,25.7
725,2022-05-22 00:09:02,38.153999999999996,25.7
726,2022-05-22 00:29:02,38.147999999999996,25.6
727,2022-05-22 00:49:02,38.206,25.5
728,2022-05-22 01:09:01,38.282,25.4
729,2022-05-22 01:29:02,38.376,25.4
730,2022-05-22 01:49:02,38.568,19.0
731,2022-05-22 02:09:02,38.872,16.6
732,2022-05-22 02:29:02,39.242,15.6
733,2022-05-22 02:49:02,39.664,14.5
734,2022-05-22 03:09:02,40.172,14.1
735,2022-05-22 03:29:02,40.682,13.7
736,2022-05-22 04:09:02,41.15599999999999,12.6
737,2022-05-22 04:29:02,41.577999999999996,12.2
738,2022-05-22 04:49:02,41.974000000000004,11.6
739,2022-05-22 05:29:02,42.324,11.1
740,2022-05-22 05:49:02,42.598,10.7
741,2022-05-22 06:09:02,42.849999999999994,10.5
742,2022-05-22 06:29:02,43.004,10.3
743,2022-05-22 06:49:02,43.138,10.0
744,2022-05-22 07:09:02,43.25,9.9
745,2022-05-22 07:29:01,43.379999999999995,9.7
746,2022-05-22 07:49:02,43.456,9.5
747,2022-05-22 08:09:01,43.541999999999994,9.4
748,2022-05-22 08:29:02,43.622,9.3
749,2022-05-22 08:49:01,43.693999999999996,9.2
750,2022-05-22 09:09:01,43.698,9.1
751,2022-05-22 09:29:02,43.696000000000005,9.1
752,2022-05-22 10:09:02,43.76,9.0
753,2022-05-22 10:29:02,43.794,9.0
754,2022-05-22 10:49:02,43.794,8.9
755,2022-05-22 11:09:02,43.826,8.92
756,2022-05-22 11:29:02,43.855999999999995,8.9
757,2022-05-22 11:49:02,43.838,9.0
758,2022-05-22 12:09:02,43.81,9.0
759,2022-05-22 12:29:02,43.81,9.0
760,2022-05-22 12:49:02,43.794,9.2
761,2022-05-22 13:09:02,43.75,9.2
762,2022-05-22 13:29:02,43.694,9.3
763,2022-05-22 13:49:02,43.646,9.5
764,2022-05-22 14:09:02,43.589999999999996,9.6
765,2022-05-22 14:29:02,43.524,9.7
766,2022-05-22 14:49:02,43.472,9.9
767,2022-05-22 15:09:02,43.42,10.0
768,2022-05-22 15:29:02,43.38,10.1
769,2022-05-22 15:49:02,43.33,10.2
770,2022-05-22 16:09:02,43.272000000000006,10.3
771,2022-05-22 16:29:02,43.230000000000004,10.4
772,2022-05-22 16:49:02,43.18,10.6
773,2022-05-22 17:09:02,43.134,10.7
774,2022-05-22 17:29:02,43.05,10.8
775,2022-05-22 17:49:02,42.984,11.0
776,2022-05-22 18:09:02,42.91,11.1
777,2022-05-22 18:29:02,42.846000000000004,11.2
778,2022-05-22 18:49:02,42.775999999999996,11.4
779,2022-05-22 19:09:02,42.728,11.5
780,2022-05-22 19:29:02,42.694,11.6
781,2022-05-22 19:49:02,42.662,11.8
782,2022-05-22 20:09:02,42.636,11.8
783,2022-05-22 20:29:02,42.596000000000004,11.9
784,2022-05-22 20:49:02,42.565999999999995,12.0
785,2022-05-22 21:09:02,42.552,12.1
786,2022-05-22 21:29:02,42.538,12.2
787,2022-05-22 21:49:02,42.495999999999995,12.3
788,2022-05-22 22:09:02,42.492000000000004,12.3
789,2022-05-22 22:29:02,42.474000000000004,12.4
790,2022-05-22 22:49:02,42.448,12.4
791,2022-05-22 23:09:02,42.41799999999999,12.5
792,2022-05-22 23:29:02,42.372,12.5
793,2022-05-22 23:49:02,42.355999999999995,12.6
794,2022-05-23 00:09:02,42.358000000000004,12.6
795,2022-05-23 00:29:02,42.354,12.7
796,2022-05-23 00:49:02,42.352,12.7
797,2022-05-23 01:09:02,42.38399999999999,12.8
798,2022-05-23 01:29:02,42.328,12.8
799,2022-05-23 01:49:02,42.294000000000004,12.9
800,2022-05-23 02:29:02,42.233999999999995,13.0
801,2022-05-23 02:49:02,42.202000000000005,13.1
802,2022-05-23 03:09:02,42.16799999999999,13.1
803,2022-05-23 03:29:02,42.176,13.1
804,2022-05-23 03:49:02,42.147999999999996,13.2
805,2022-05-23 04:09:02,42.14,13.3
806,2022-05-23 04:29:02,42.116,13.3
807,2022-05-23 04:49:02,42.10000000000001,13.4
808,2022-05-23 05:09:02,42.074,13.4
809,2022-05-23 05:29:02,42.068,13.5
810,2022-05-23 05:49:02,42.062,13.6
811,2022-05-23 06:09:02,42.048,13.6
812,2022-05-23 06:29:02,42.032,13.7
813,2022-05-23 07:09:02,42.019999999999996,13.8
814,2022-05-23 07:29:02,41.994,13.8
815,2022-05-23 07:49:02,41.972,13.9
816,2022-05-23 08:09:02,41.95,14.0
817,2022-05-23 08:29:02,41.92999999999999,14.0
818,2022-05-23 08:49:02,41.910000000000004,14.1
819,2022-05-23 09:09:02,41.896,14.2
820,2022-05-23 09:29:02,41.872,14.2
821,2022-05-23 09:49:02,41.85,14.3
822,2022-05-23 10:09:02,41.822,14.4
823,2022-05-23 10:29:02,41.797999999999995,14.5
824,2022-05-23 10:49:02,41.748000000000005,14.6
825,2022-05-23 11:09:02,41.698,14.7
826,2022-05-23 11:29:02,41.64,14.8
827,2022-05-23 11:49:02,41.57,14.96
828,2022-05-23 12:09:02,41.477999999999994,14.96
829,2022-05-23 12:29:02,41.374,14.96
830,2022-05-23 12:49:02,41.282,14.96
831,2022-05-23 13:09:02,41.178000000000004,14.96
832,2022-05-23 13:29:02,41.052,14.96
833,2022-05-23 13:49:02,40.946,14.96
834,2022-05-23 14:09:02,40.836,14.96
835,2022-05-23 14:29:02,40.692,14.96
836,2022-05-23 14:49:02,40.552,14.96
837,2022-05-23 15:09:02,40.428000000000004,14.96
838,2022-05-23 15:29:02,40.266000000000005,14.96
839,2022-05-23 15:49:02,40.114,14.96
840,2022-05-23 16:09:02,39.980000000000004,14.96
